Empresa,Tipo,Anio,Mes,NumTrabajadores,HHT,DP,NM,FAI,MTI,MWD,LTI,Fatalidad,DiasIncapAT,Cargados,CasosEG,IncapacidadEG,CasosEL
PREMAC,Contratista,2025,8,2,13,0,0,0,0,0,0,0,0,0,0,0,0
PROELECT SOLUCIONES INDUSTRIALES S.A,Contratista,2025,8,8,773,0,0,0,0,0,0,0,0,0,0,0,0
QUIRONPREVENCION,Contratista,2025,8,1,166,0,0,0,0,0,0,0,0,0,0,0,0
RAMIREZ & SERNA R&S INGENIERIA S.A.S,Contratista,2025,8,3,39,0,0,0,0,0,0,0,0,0,0,0,0
RR MANTENIMIENTOS Y METALMECANICA DE LA COSTA SAS,Contratista,2025,8,13,1322,0,0,0,0,0,0,0,0,0,0,0,0
SOANDES,Contratista,2025,8,1,42,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD ANDINA - ANDINA DE SEGURIDAD DEL VALLE LIMITADA,Contratista,2025,8,26,4778,0,0,0,0,0,1,0,7,0,0,0,0
SERVICIO TECNICO INKJET SAS,Contratista,2025,8,2,28,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIOS TECNICOS DE EQUIPOS Y MAQUINARIA PE,Contratista,2025,8,3,203,0,0,0,0,0,0,0,0,0,0,0,0
SUMMAR PROCESOS SAS,Contratista,2025,8,35,7323,0,0,0,0,0,0,0,0,0,0,0,0
MAXITEMPO,Contratista,2025,9,22,4224,0,0,0,0,0,0,0,0,0,0,0,0
ADECCO,Contratista,2025,9,1,208,0,0,0,0,0,0,0,0,0,0,0,0
ATLAS COP CO,Contratista,2025,9,2,15,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIZACION Y PESO,Contratista,2025,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
BANDAS SERVICIOS Y MANGUERAS DE LA COSTA SAS,Contratista,2025,9,4,57,0,0,0,0,0,0,0,0,0,0,0,0
BRILLASEO S.A.,Contratista,2025,9,15,2710,0,0,1,0,0,0,0,0,0,0,0,0
CLIMA FRIO RT S.A.S,Contratista,2025,9,5,155,0,0,0,0,0,0,0,0,0,0,0,0
COLPLAGAS SAS,Contratista,2025,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0
COMPAÑIA DE SEGUROS BOLIVAR SA,Contratista,2025,9,1,229,0,0,0,0,0,0,0,0,0,0,0,0
GEINCOR,Contratista,2025,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0
GEOFUTURO SAS ESP,Contratista,2025,9,6,620,0,0,0,0,0,0,0,0,0,0,0,0
GH PUENTE GRUAS,Contratista,2025,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ITECO,Contratista,2025,9,6,168,0,0,0,0,0,0,0,0,0,0,0,0
INGELECTRICOS,Contratista,2025,9,5,116,0,0,0,0,0,0,0,0,0,0,0,0
KAESER COMPRESORES DE COLOMBIA SAS,Contratista,2025,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0
K&V,Contratista,2025,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0
MCS COLOMBIA SAS,Contratista,2025,9,2,230,0,0,0,0,0,0,0,0,0,0,0,0
NELEC A&C SAS,Contratista,2025,9,14,1089,0,0,0,0,0,0,0,0,0,0,0,0
NEWREST SERVICES COLOMBIA S.A.,Contratista,2025,9,16,1442,0,0,0,0,0,0,0,0,0,0,0,0
PREMAC,Contratista,2025,9,2,112,0,0,0,0,0,0,0,0,0,0,0,0
PROELECT SOLUCIONES INDUSTRIALES S.A,Contratista,2025,9,8,1460,0,0,0,0,0,0,0,0,0,0,0,0
QUIRONPREVENCION,Contratista,2025,9,1,135,0,0,0,0,0,0,0,0,0,0,0,0
RAMIREZ & SERNA R&S INGENIERIA S.A.S,Contratista,2025,9,5,325,0,0,0,0,0,0,0,0,0,0,0,0
RR MANTENIMIENTOS Y METALMECANICA DE LA COSTA SAS,Contratista,2025,9,13,968,0,0,0,0,0,0,0,0,0,0,0,0
SOANDES,Contratista,2025,9,1,97,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD ANDINA - ANDINA DE SEGURIDAD DEL VALLE LIMITADA,Contratista,2025,9,26,5665,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD Y SERVICIOS,Contratista,2025,9,2,16,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIO TECNICO INKJET SAS,Contratista,2025,9,2,29,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIOS TECNICOS DE EQUIPOS Y MAQUINARIA PE,Contratista,2025,9,2,220,0,0,0,0,0,0,0,0,0,0,0,0
SOLUCIONES ENERGETICAS CONSTRUCTIVAS,Contratista,2025,9,2,32,0,0,0,0,0,0,0,0,0,0,0,0
SUMMAR PROCESOS SAS,Contratista,2025,9,35,7924,0,0,0,0,0,0,0,0,0,0,0,0
TNS,Contratista,2025,9,2,10,0,0,0,0,0,0,0,0,0,0,0,0
MAXITEMPO,Contratista,2025,10,22,4048,0,0,0,0,0,0,0,0,0,0,0,0
ADECCO,Contratista,2025,10,1,181,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIZACION Y PESO,Contratista,2025,10,4,39,0,0,0,0,0,0,0,0,0,0,0,0
BANDAS SERVICIOS Y MANGUERAS DE LA COSTA SAS,Contratista,2025,10,5,24,0,0,0,0,0,0,0,0,0,0,0,0
BRILLASEO S.A.,Contratista,2025,10,15,2621,0,0,0,0,0,0,0,0,0,0,0,0
CLIMA FRIO RT S.A.S,Contratista,2025,10,7,174,0,0,0,0,0,0,0,0,0,0,0,0
CODIFICACION Y ETIQUETADO,Contratista,2025,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0
COLPLAGAS SAS,Contratista,2025,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0
COMPAÑIA DE SEGUROS BOLIVAR SA,Contratista,2025,10,2,190,0,0,0,0,0,0,0,0,0,0,0,0
GEINCOR,Contratista,2025,10,5,163,0,0,0,0,0,0,0,0,0,0,0,0
ITECO,Contratista,2025,10,5,70,0,0,0,0,0,0,0,0,0,0,0,0
JW SOLUCIONES AMBIENTALES,Contratista,2025,10,2,64,0,0,0,0,0,0,0,0,0,0,0,0
KAESER COMPRESORES DE COLOMBIA SAS,Contratista,2025,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0
MCS COLOMBIA SAS,Contratista,2025,10,2,228,0,0,0,0,0,0,0,0,0,0,0,0
METROLOGIA,Contratista,2025,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0
METROLOGIA E INSTRUMENTACION,Contratista,2025,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
NELEC A&C SAS,Contratista,2025,10,12,1627,0,0,0,0,0,0,0,0,0,0,0,0
NEWREST SERVICES COLOMBIA S.A.,Contratista,2025,10,13,1349,0,0,0,0,0,0,0,0,0,0,0,0
PREMAC,Contratista,2025,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0
PROELECT SOLUCIONES INDUSTRIALES S.A,Contratista,2025,10,7,447,0,0,0,0,0,0,0,0,0,0,0,0
QUIRONPREVENCION,Contratista,2025,10,1,164,0,0,0,0,0,0,0,0,0,0,0,0
RAMIREZ & SERNA R&S INGENIERIA S.A.S,Contratista,2025,10,5,75,0,0,0,0,0,0,0,0,0,0,0,0
RR MANTENIMIENTOS Y METALMECANICA DE LA COSTA SAS,Contratista,2025,10,12,1134,0,0,0,0,0,0,0,0,0,0,0,0
SOANDES,Contratista,2025,10,1,25,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD ANDINA - ANDINA DE SEGURIDAD DEL VALLE LIMITADA,Contratista,2025,10,29,5585,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD Y SERVICIOS,Contratista,2025,10,3,70,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIO TECNICO INKJET SAS,Contratista,2025,10,2,11,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIOS TECNICOS DE EQUIPOS Y MAQUINARIA PE,Contratista,2025,10,1,226,0,0,0,0,0,0,0,0,0,0,0,0
SUMMAR PROCESOS SAS,Contratista,2025,10,45,7769,0,0,0,1,0,0,0,0,0,0,0,0
TNS,Contratista,2025,10,5,23,0,0,0,0,0,0,0,0,0,0,0,0
TRANSFORMADORES DEL CARIBE,Contratista,2025,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
URBASER,Contratista,2025,10,6,437,0,0,0,0,0,1,0,0,0,0,0,0
MAXITEMPO,Contratista,2025,11,24,4992,0,0,0,0,0,0,0,0,0,0,0,0
ADECCO,Contratista,2025,11,1,203,0,0,0,0,0,0,0,0,0,0,0,0
AR SERCOBE,Contratista,2025,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0
AUTOMATIZACION Y PESO,Contratista,2025,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0
BANDAS SERVICIOS Y MANGUERAS DE LA COSTA SAS,Contratista,2025,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0
BRILLASEO S.A.,Contratista,2025,11,15,2699,0,0,0,0,0,0,0,0,0,0,0,0
CLIMA FRIO RT S.A.S,Contratista,2025,11,5,50,0,0,0,0,0,0,0,0,0,0,0,0
CODIFICACION Y ETIQUETADO,Contratista,2025,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
COLPLAGAS SAS,Contratista,2025,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
COMPAÑIA DE SEGUROS BOLIVAR SA,Contratista,2025,11,2,211,0,0,0,0,0,0,0,0,0,0,0,0
ENERGIA Y MAQUINADO LTDA,Contratista,2025,11,5,27,0,0,0,0,0,0,0,0,0,0,0,0
GEINCOR,Contratista,2025,11,5,195,0,0,0,0,0,0,0,0,0,0,0,0
GEOFUTURO SAS ESP,Contratista,2025,11,5,637,0,0,0,0,0,0,0,0,0,0,0,0
GH PUENTE GRUAS,Contratista,2025,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ITECO,Contratista,2025,11,3,21,0,0,0,0,0,0,0,0,0,0,0,0
KAESER COMPRESORES DE COLOMBIA SAS,Contratista,2025,11,2,42,0,0,0,0,0,0,0,0,0,0,0,0
MCS COLOMBIA SAS,Contratista,2025,11,2,233,0,0,0,0,0,0,0,0,0,0,0,0
NELEC A&C SAS,Contratista,2025,11,11,1424,0,0,0,0,0,0,0,0,0,0,0,0
NEWREST SERVICES COLOMBIA S.A.,Contratista,2025,11,15,1573,0,0,0,0,0,0,0,0,0,0,0,0
PREMAC,Contratista,2025,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0
PROELECT SOLUCIONES INDUSTRIALES S.A,Contratista,2025,11,9,1128,0,0,0,0,0,0,0,0,0,0,0,0
QUIRONPREVENCION,Contratista,2025,11,1,224,0,0,0,0,0,0,0,0,0,0,0,0
RAMIREZ & SERNA R&S INGENIERIA S.A.S,Contratista,2025,11,5,43,0,0,0,0,0,0,0,0,0,0,0,0
RR MANTENIMIENTOS Y METALMECANICA DE LA COSTA SAS,Contratista,2025,11,12,1157,0,0,0,0,0,0,0,0,0,0,0,0
SEGURIDAD ANDINA - ANDINA DE SEGURIDAD DEL VALLE LIMITADA,Contratista,2025,11,27,4823,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIO TECNICO INKJET SAS,Contratista,2025,11,2,16,0,0,0,0,0,0,0,0,0,0,0,0
SERVICIOS TECNICOS DE EQUIPOS Y MAQUINARIA PE,Contratista,2025,11,3,200,0,0,0,0,0,0,0,0,0,0,0,0
SUMMAR PROCESOS SAS,Contratista,2025,11,49,9408,0,0,0,0,0,0,0,0,0,0,0,0
TNS INGENIERIA SAS,Contratista,2025,11,5,78,0,0,0,0,0,0,0,0,0,0,0,0
